Location,count_week,vap,wet,pet,pre,tmn,tmp,tmx,dtr,Week,Epi_Week,Total_cases,Cum_cases,Weeks,Month,Year,Country,Population,Latitude,Longitude
BO,1,9.75,0,4.1,0,14.45,22.05,29.7,29.7,NA,NA,0,0,2013-01-01,1,2013,Sierra Leone,463668,7.9551791,-11.7409946
BO,2,8.66194380775891,0,4.30919690141519,0,14.4838473767823,22.3378637425323,30.2672890909884,30.2672890909884,NA,NA,0,0,2013-01-08,1,2013,Sierra Leone,463668,7.9551791,-11.7409946
BO,3,8.32468218657481,0,4.5325388390409,0,15.0026070830709,22.9971330447341,31.083198810224,31.083198810224,NA,NA,0,0,2013-01-15,1,2013,Sierra Leone,463668,7.9551791,-11.7409946
BO,4,8.63006766261975,0,4.75957975006419,0,15.908577707851,23.9423959812527,32.0758356665825,32.0758356665825,NA,NA,0,0,2013-01-22,1,2013,Sierra Leone,463668,7.9551791,-11.7409946
BO,5,9.46995276206579,0,4.97987357167213,0,17.1040578401075,25.0882406267353,33.1733061689397,33.1733061689397,NA,NA,0,0,2013-01-29,1,2013,Sierra Leone,463668,7.9551791,-11.7409946
BO,6,10.7340815983664,2.01580538569556,5.18220313065482,40.8672646872998,18.4881045891721,26.3453296403762,34.299097643984,34.299097643984,NA,NA,0,0,2013-02-05,2,2013,Sierra Leone,463668,7.9551791,-11.7409946
BO,7,12.2876879871216,4.44875504489993,5.34638709543732,99.8953804003,19.9220928634065,27.57869272673,35.322999425476,35.322999425476,NA,NA,0,0,2013-02-12,2,2013,Sierra Leone,463668,7.9551791,-11.7409946
BO,8,13.980192648542,6.70733945846529,5.44646080646727,152.049230599915,21.243086473773,28.6239189744543,36.0801569807712,36.0801569807712,NA,NA,0,0,2013-02-19,2,2013,Sierra Leone,463668,7.9551791,-11.7409946
BO,9,15.6607527512486,8.35004659115531,5.45636321539271,184.867271362819,22.2877440462767,29.3161067952751,36.405138379452,36.405138379452,NA,NA,0,0,2013-02-26,2,2013,Sierra Leone,463668,7.9551791,-11.7409946
BO,10,17.1798432218113,8.94148297768901,5.35051521785976,186.067218530677,22.8947501317063,29.4928079855767,36.1353986799674,36.1353986799674,NA,NA,0,0,2013-03-05,3,2013,Sierra Leone,463668,7.9551791,-11.7409946
BO,11,18.4670044637466,8.4133693501034,5.1322543494017,154.12237384474,23.0243447678499,29.1387774212268,35.2816122727919,35.2816122727919,NA,NA,0,0,2013-03-12,3,2013,Sierra Leone,463668,7.9551791,-11.7409946
